epoch,train_acc,valid_acc
0,0.28558,0.37565
1,0.41934,0.46917
2,0.46327,0.50662
4,0.51095,0.53448
5,0.52710,0.55556
6,0.54356,0.56304
7,0.55449,0.56548
8,0.56464,0.58534
9,0.57622,0.60850
12,0.60152,0.61216
14,0.61262,0.62940
16,0.62934,0.63271
17,0.62790,0.63288
18,0.63374,0.63410
19,0.63918,0.64228
23,0.65472,0.64803
25,0.66339,0.64943
26,0.66670,0.65047
29,0.67889,0.65256
31,0.68646,0.65517
34,0.69548,0.66458
38,0.71324,0.66806
41,0.72748,0.67015
44,0.73471,0.67119
